X,Y,FACILITY_ID,TIME,CAPACITY,OCCUPATION,PERCENTAGE_OF_OCCUPATION
100.0,-810.0,116_curbside_sensor,33615.0,9,5,0.5555555555555556
390.0,-100.0,261_curbside_sensor,33621.0,7,5,0.7142857142857143
210.0,-300.0,439_curbside_sensor,33698.0,7,5,0.7142857142857143
210.0,-500.0,428_curbside_sensor,33744.0,7,1,0.14285714285714285
-500.0,-610.0,124_curbside_sensor,33766.0,8,7,0.875
410.0,-300.0,440_curbside_sensor,33801.0,9,5,0.5555555555555556
-100.0,-410.0,137_curbside_sensor,33843.0,9,5,0.5555555555555556
210.0,-300.0,439_curbside_sensor,33852.0,7,4,0.5714285714285714
-790.0,-700.0,212_curbside_sensor,33869.0,7,1,0.14285714285714285
390.0,-100.0,261_curbside_sensor,33921.0,7,4,0.5714285714285714
-500.0,-390.0,335_curbside_sensor,33925.0,9,1,0.1111111111111111
-390.0,-100.0,257_curbside_sensor,33986.0,9,0,0.0
210.0,-300.0,439_curbside_sensor,34032.0,7,3,0.42857142857142855
390.0,-100.0,261_curbside_sensor,34101.0,7,3,0.42857142857142855
700.0,-590.0,330_curbside_sensor,34122.0,9,1,0.1111111111111111
410.0,-300.0,440_curbside_sensor,34281.0,9,4,0.4444444444444444
410.0,-300.0,440_curbside_sensor,34341.0,9,3,0.3333333333333333
790.0,-300.0,242_curbside_sensor,34356.0,7,1,0.14285714285714285
210.0,-300.0,439_curbside_sensor,34392.0,7,2,0.2857142857142857
-100.0,-790.0,315_curbside_sensor,34424.0,8,7,0.875
10.0,-500.0,227_curbside_sensor,34432.0,7,2,0.2857142857142857
-500.0,-610.0,124_curbside_sensor,34437.0,8,8,1.0
210.0,-300.0,439_curbside_sensor,34452.0,7,1,0.14285714285714285
-590.0,-900.0,203_curbside_sensor,34492.0,7,3,0.42857142857142855
790.0,-300.0,242_curbside_sensor,34536.0,7,0,0.0
-500.0,-390.0,335_curbside_sensor,34541.0,9,2,0.2222222222222222
-700.0,-390.0,334_curbside_sensor,34554.0,7,1,0.14285714285714285
-590.0,-900.0,203_curbside_sensor,34625.0,7,4,0.5714285714285714
390.0,-100.0,261_curbside_sensor,34641.0,7,2,0.2857142857142857
700.0,-590.0,330_curbside_sensor,34662.0,9,0,0.0
-590.0,-900.0,203_curbside_sensor,34692.0,7,5,0.7142857142857143
410.0,-300.0,440_curbside_sensor,34701.0,9,2,0.2222222222222222
-190.0,-100.0,258_curbside_sensor,34717.0,8,1,0.125
410.0,-300.0,440_curbside_sensor,34761.0,9,1,0.1111111111111111
-100.0,-790.0,315_curbside_sensor,34787.0,8,8,1.0
-590.0,-900.0,203_curbside_sensor,34817.0,7,6,0.8571428571428571
-100.0,-410.0,137_curbside_sensor,34821.0,9,4,0.4444444444444444
300.0,-410.0,139_curbside_sensor,34881.0,7,1,0.14285714285714285
-500.0,-410.0,135_curbside_sensor,34885.0,8,1,0.125
100.0,-810.0,116_curbside_sensor,34949.0,9,6,0.6666666666666666
100.0,-810.0,116_curbside_sensor,34997.0,9,7,0.7777777777777778
-100.0,-410.0,137_curbside_sensor,35001.0,9,3,0.3333333333333333
390.0,-100.0,261_curbside_sensor,35061.0,7,1,0.14285714285714285
410.0,-300.0,440_curbside_sensor,35121.0,9,0,0.0
-590.0,-900.0,203_curbside_sensor,35156.0,7,7,1.0
10.0,-500.0,227_curbside_sensor,35187.0,7,3,0.42857142857142855
-190.0,-100.0,258_curbside_sensor,35197.0,8,1,0.125
-610.0,-500.0,424_curbside_sensor,35200.0,9,1,0.1111111111111111
300.0,-410.0,139_curbside_sensor,35214.0,7,2,0.2857142857142857
-190.0,-100.0,258_curbside_sensor,35221.0,8,1,0.125
390.0,-100.0,261_curbside_sensor,35241.0,7,0,0.0
-100.0,-410.0,137_curbside_sensor,35312.0,9,4,0.4444444444444444
-190.0,-100.0,258_curbside_sensor,35328.0,8,2,0.25
210.0,-500.0,428_curbside_sensor,35364.0,7,0,0.0
10.0,-500.0,227_curbside_sensor,35404.0,7,4,0.5714285714285714
810.0,-900.0,410_curbside_sensor,35520.0,7,0,0.0
100.0,-810.0,116_curbside_sensor,35533.0,9,9,1.0
100.0,-810.0,116_curbside_sensor,35552.0,9,9,1.0
10.0,-500.0,227_curbside_sensor,35610.0,7,6,0.8571428571428571
-790.0,-700.0,212_curbside_sensor,35643.0,7,2,0.2857142857142857
210.0,-900.0,407_curbside_sensor,35661.0,9,1,0.1111111111111111
10.0,-500.0,227_curbside_sensor,35700.0,7,6,0.8571428571428571
-790.0,-700.0,212_curbside_sensor,35942.0,7,3,0.42857142857142855
300.0,-610.0,128_curbside_sensor,36057.0,7,3,0.42857142857142855
300.0,-610.0,128_curbside_sensor,36077.0,7,3,0.42857142857142855
210.0,-900.0,407_curbside_sensor,36425.0,9,2,0.2222222222222222
-790.0,-700.0,212_curbside_sensor,36623.0,7,4,0.5714285714285714
10.0,-500.0,227_curbside_sensor,37205.0,7,7,1.0
300.0,-610.0,128_curbside_sensor,37216.0,7,4,0.5714285714285714
